Day,Classroom,Time,Course,Section
Tuesday,46,4:00 PM - 5:30 PM,Operating Systems,BCS-1C
Tuesday,46,5:30 PM - 7:00 PM,Computer Networks,BCS-6B
Tuesday,46,7:00 PM - 8:30 PM,Software Engineering,BCS-1A
Tuesday,47,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-4A
Tuesday,47,10:00 AM - 11:30 AM,Machine Learning,BDS-4A
Tuesday,47,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Tuesday,47,1:00 PM - 2:30 PM,Web Development,BDS-3A
Tuesday,47,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1A
Tuesday,47,4:00 PM - 5:30 PM,Data Structures,BDS-8A
Tuesday,47,5:30 PM - 7:00 PM,Linear Algebra,BCS-1C
Tuesday,47,7:00 PM - 8:30 PM,Statistics,BDS-2A
Tuesday,48,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BSD-1A
Tuesday,48,10:00 AM - 11:30 AM,Data Structures Lab,BSD-1A
Tuesday,48,11:30 AM - 1:00 PM,Database Systems Lab,BDS-4A
Tuesday,48,1:00 PM - 2:30 PM,Operating Systems Lab,BDS-2A
Tuesday,48,2:30 PM - 4:00 PM,AI Lab,BDS-6A
Tuesday,48,4:00 PM - 5:30 PM,ML Lab,BCS-6B
Tuesday,48,5:30 PM - 7:00 PM,Networks Lab,BDS-8A
Tuesday,48,7:00 PM - 8:30 PM,Web Dev Lab,BCS-1A
Tuesday,49,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BDS-6A
Tuesday,49,10:00 AM - 11:30 AM,Data Structures Lab,BCS-1C
Tuesday,49,11:30 AM - 1:00 PM,Database Systems Lab,BCS-7A
Tuesday,49,1:00 PM - 2:30 PM,Operating Systems Lab,BCS-1B
Tuesday,49,2:30 PM - 4:00 PM,AI Lab,BDS-8A
Tuesday,49,4:00 PM - 5:30 PM,ML Lab,BDS-4A
Tuesday,49,5:30 PM - 7:00 PM,Networks Lab,BDS-5A
Tuesday,49,7:00 PM - 8:30 PM,Web Dev Lab,BCS-2A
Wednesday,0,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-3A
Wednesday,0,10:00 AM - 11:30 AM,Machine Learning,BDS-4A
Wednesday,0,11:30 AM - 1:00 PM,Computer Architecture,BCS-2A
Wednesday,0,1:00 PM - 2:30 PM,Web Development,BCS-3A
Wednesday,0,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-8A
Wednesday,0,4:00 PM - 5:30 PM,Data Structures,BDS-6A
Wednesday,0,5:30 PM - 7:00 PM,Linear Algebra,BDS-7A
Wednesday,0,7:00 PM - 8:30 PM,Statistics,BDS-8A
Wednesday,1,8:30 AM - 10:00 AM,Database Systems,BDS-7A
Wednesday,1,10:00 AM - 11:30 AM,Operating Systems,BSD-1A
Wednesday,1,11:30 AM - 1:00 PM,Computer Networks,BCS-3A
Wednesday,1,1:00 PM - 2:30 PM,Software Engineering,BDS-8A
Wednesday,1,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-8A
Wednesday,1,4:00 PM - 5:30 PM,Machine Learning,BCS-1B
Wednesday,1,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Wednesday,1,7:00 PM - 8:30 PM,Web Development,BCS-2A
Wednesday,2,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Wednesday,2,10:00 AM - 11:30 AM,Data Structures,BDS-3A
Wednesday,2,11:30 AM - 1:00 PM,Linear Algebra,BDS-2A
Wednesday,2,1:00 PM - 2:30 PM,Statistics,BDS-8A
Wednesday,2,2:30 PM - 4:00 PM,Database Systems,BDS-4A
Wednesday,2,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Wednesday,2,5:30 PM - 7:00 PM,Computer Networks,BCS-3A
Wednesday,2,7:00 PM - 8:30 PM,Software Engineering,BCS-6B
Wednesday,3,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-8A
Wednesday,3,10:00 AM - 11:30 AM,Machine Learning,BSD-1A
Wednesday,3,11:30 AM - 1:00 PM,Computer Architecture,BCS-3A
Wednesday,3,1:00 PM - 2:30 PM,Web Development,BCS-2A
Wednesday,3,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-5A
Wednesday,3,4:00 PM - 5:30 PM,Data Structures,BDS-3A
Wednesday,3,5:30 PM - 7:00 PM,Linear Algebra,BDS-8A
Wednesday,3,7:00 PM - 8:30 PM,Statistics,BCS-1B
Wednesday,4,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Wednesday,4,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Wednesday,4,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Wednesday,4,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Wednesday,4,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-7A
Wednesday,4,4:00 PM - 5:30 PM,Machine Learning,BCS-1C
Wednesday,4,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Wednesday,4,7:00 PM - 8:30 PM,Web Development,BDS-5A
Wednesday,5,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-2A
Wednesday,5,10:00 AM - 11:30 AM,Data Structures,BDS-7A
Wednesday,5,11:30 AM - 1:00 PM,Linear Algebra,BDS-7A
Wednesday,5,1:00 PM - 2:30 PM,Statistics,BDS-5A
Wednesday,5,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Wednesday,5,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Wednesday,5,5:30 PM - 7:00 PM,Computer Networks,BDS-3A
Wednesday,5,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Wednesday,6,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Wednesday,6,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Wednesday,6,11:30 AM - 1:00 PM,Computer Architecture,BCS-1C
Wednesday,6,1:00 PM - 2:30 PM,Web Development,BCS-1C
Wednesday,6,2:30 PM - 4:00 PM,Programming Fundamentals,BSD-1A
Wednesday,6,4:00 PM - 5:30 PM,Data Structures,BDS-7A
Wednesday,6,5:30 PM - 7:00 PM,Linear Algebra,BDS-2A
Wednesday,6,7:00 PM - 8:30 PM,Statistics,BDS-5A
Wednesday,7,8:30 AM - 10:00 AM,Database Systems,BDS-4A
Wednesday,7,10:00 AM - 11:30 AM,Operating Systems,BCS-7A
Wednesday,7,11:30 AM - 1:00 PM,Computer Networks,BCS-1B
Wednesday,7,1:00 PM - 2:30 PM,Software Engineering,BCS-3A
Wednesday,7,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Wednesday,7,4:00 PM - 5:30 PM,Machine Learning,BSD-1A
Wednesday,7,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Wednesday,7,7:00 PM - 8:30 PM,Web Development,BCS-1B
Wednesday,8,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-2A
Wednesday,8,10:00 AM - 11:30 AM,Data Structures,BCS-1C
Wednesday,8,11:30 AM - 1:00 PM,Linear Algebra,BDS-3A
Wednesday,8,1:00 PM - 2:30 PM,Statistics,BCS-1C
Wednesday,8,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Wednesday,8,4:00 PM - 5:30 PM,Operating Systems,BDS-4A
Wednesday,8,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Wednesday,8,7:00 PM - 8:30 PM,Software Engineering,BSD-1A
Wednesday,9,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1C
Wednesday,9,10:00 AM - 11:30 AM,Machine Learning,BCS-3A
Wednesday,9,11:30 AM - 1:00 PM,Computer Architecture,BCS-1C
Wednesday,9,1:00 PM - 2:30 PM,Web Development,BCS-1A
Wednesday,9,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-4A
Wednesday,9,4:00 PM - 5:30 PM,Data Structures,BCS-2A
Wednesday,9,5:30 PM - 7:00 PM,Linear Algebra,BCS-2A
Wednesday,9,7:00 PM - 8:30 PM,Statistics,BDS-3A
Wednesday,10,8:30 AM - 10:00 AM,Database Systems,BCS-3A
Wednesday,10,10:00 AM - 11:30 AM,Operating Systems,BDS-3A
Wednesday,10,11:30 AM - 1:00 PM,Computer Networks,BSD-1A
Wednesday,10,1:00 PM - 2:30 PM,Software Engineering,BCS-1C
Wednesday,10,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1B
Wednesday,10,4:00 PM - 5:30 PM,Machine Learning,BDS-3A
Wednesday,10,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Wednesday,10,7:00 PM - 8:30 PM,Web Development,BDS-2A
Wednesday,11,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-4A
Wednesday,11,10:00 AM - 11:30 AM,Data Structures,BCS-7A
Wednesday,11,11:30 AM - 1:00 PM,Linear Algebra,BDS-7A
Wednesday,11,1:00 PM - 2:30 PM,Statistics,BDS-5A
Wednesday,11,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Wednesday,11,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Wednesday,11,5:30 PM - 7:00 PM,Computer Networks,BDS-8A
Wednesday,11,7:00 PM - 8:30 PM,Software Engineering,BDS-6A
Wednesday,12,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-5A
Wednesday,12,10:00 AM - 11:30 AM,Machine Learning,BCS-2A
Wednesday,12,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Wednesday,12,1:00 PM - 2:30 PM,Web Development,BCS-1C
Wednesday,12,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1A
Wednesday,12,4:00 PM - 5:30 PM,Data Structures,BDS-8A
Wednesday,12,5:30 PM - 7:00 PM,Linear Algebra,BCS-7A
Wednesday,12,7:00 PM - 8:30 PM,Statistics,BDS-8A
Wednesday,13,8:30 AM - 10:00 AM,Database Systems,BSD-1A
Wednesday,13,10:00 AM - 11:30 AM,Operating Systems,BDS-6A
Wednesday,13,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Wednesday,13,1:00 PM - 2:30 PM,Software Engineering,BDS-6A
Wednesday,13,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1B
Wednesday,13,4:00 PM - 5:30 PM,Machine Learning,BCS-3A
Wednesday,13,5:30 PM - 7:00 PM,Computer Architecture,BDS-8A
Wednesday,13,7:00 PM - 8:30 PM,Web Development,BDS-5A
Wednesday,14,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-2A
Wednesday,14,10:00 AM - 11:30 AM,Data Structures,BCS-1B
Wednesday,14,11:30 AM - 1:00 PM,Linear Algebra,BCS-2A
Wednesday,14,1:00 PM - 2:30 PM,Statistics,BDS-5A
Wednesday,14,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Wednesday,14,4:00 PM - 5:30 PM,Operating Systems,BDS-7A
Wednesday,14,5:30 PM - 7:00 PM,Computer Networks,BCS-7A
Wednesday,14,7:00 PM - 8:30 PM,Software Engineering,BCS-1B
Wednesday,15,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Wednesday,15,10:00 AM - 11:30 AM,Machine Learning,BDS-5A
Wednesday,15,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Wednesday,15,1:00 PM - 2:30 PM,Web Development,BCS-1C
Wednesday,15,2:30 PM - 4:00 PM,Programming Fundamentals,BSD-1A
Wednesday,15,4:00 PM - 5:30 PM,Data Structures,BDS-8A
Wednesday,15,5:30 PM - 7:00 PM,Linear Algebra,BDS-2A
Wednesday,15,7:00 PM - 8:30 PM,Statistics,BDS-3A
Wednesday,16,8:30 AM - 10:00 AM,Database Systems,BCS-1B
Wednesday,16,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Wednesday,16,11:30 AM - 1:00 PM,Computer Networks,BCS-6B
Wednesday,16,1:00 PM - 2:30 PM,Software Engineering,BCS-1B
Wednesday,16,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-8A
Wednesday,16,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Wednesday,16,5:30 PM - 7:00 PM,Computer Architecture,BCS-1A
Wednesday,16,7:00 PM - 8:30 PM,Web Development,BCS-1C
Wednesday,17,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Wednesday,17,10:00 AM - 11:30 AM,Data Structures,BDS-2A
Wednesday,17,11:30 AM - 1:00 PM,Linear Algebra,BDS-2A
Wednesday,17,1:00 PM - 2:30 PM,Statistics,BDS-5A
Wednesday,17,2:30 PM - 4:00 PM,Database Systems,BCS-3A
Wednesday,17,4:00 PM - 5:30 PM,Operating Systems,BDS-7A
Wednesday,17,5:30 PM - 7:00 PM,Computer Networks,BCS-2A
Wednesday,17,7:00 PM - 8:30 PM,Software Engineering,BDS-3A
Wednesday,18,8:30 AM - 10:00 AM,Artificial Intelligence,BSD-1A
Wednesday,18,10:00 AM - 11:30 AM,Machine Learning,BCS-1C
Wednesday,18,11:30 AM - 1:00 PM,Computer Architecture,BCS-1B
Wednesday,18,1:00 PM - 2:30 PM,Web Development,BCS-1B
Wednesday,18,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-6B
Wednesday,18,4:00 PM - 5:30 PM,Data Structures,BDS-7A
Wednesday,18,5:30 PM - 7:00 PM,Linear Algebra,BDS-5A
Wednesday,18,7:00 PM - 8:30 PM,Statistics,BDS-3A
Wednesday,19,8:30 AM - 10:00 AM,Database Systems,BCS-1B
Wednesday,19,10:00 AM - 11:30 AM,Operating Systems,BDS-4A
Wednesday,19,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Wednesday,19,1:00 PM - 2:30 PM,Software Engineering,BCS-1A
Wednesday,19,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-2A
Wednesday,19,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Wednesday,19,5:30 PM - 7:00 PM,Computer Architecture,BCS-1B
Wednesday,19,7:00 PM - 8:30 PM,Web Development,BCS-1C
Wednesday,20,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-6A
Wednesday,20,10:00 AM - 11:30 AM,Data Structures,BCS-6B
Wednesday,20,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Wednesday,20,1:00 PM - 2:30 PM,Statistics,BCS-2A
Wednesday,20,2:30 PM - 4:00 PM,Database Systems,BDS-8A
Wednesday,20,4:00 PM - 5:30 PM,Operating Systems,BCS-1C
Wednesday,20,5:30 PM - 7:00 PM,Computer Networks,BSD-1A
Wednesday,20,7:00 PM - 8:30 PM,Software Engineering,BDS-4A
Wednesday,21,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-5A
Wednesday,21,10:00 AM - 11:30 AM,Machine Learning,BSD-1A
Wednesday,21,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Wednesday,21,1:00 PM - 2:30 PM,Web Development,BDS-6A
Wednesday,21,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-5A
Wednesday,21,4:00 PM - 5:30 PM,Data Structures,BCS-3A
Wednesday,21,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Wednesday,21,7:00 PM - 8:30 PM,Statistics,BCS-6B
Wednesday,22,8:30 AM - 10:00 AM,Database Systems,BCS-1B
Wednesday,22,10:00 AM - 11:30 AM,Operating Systems,BSD-1A
Wednesday,22,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Wednesday,22,1:00 PM - 2:30 PM,Software Engineering,BCS-1B
Wednesday,22,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1C
Wednesday,22,4:00 PM - 5:30 PM,Machine Learning,BDS-8A
Wednesday,22,5:30 PM - 7:00 PM,Computer Architecture,BDS-2A
Wednesday,22,7:00 PM - 8:30 PM,Web Development,BDS-6A
Wednesday,23,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Wednesday,23,10:00 AM - 11:30 AM,Data Structures,BDS-6A
Wednesday,23,11:30 AM - 1:00 PM,Linear Algebra,BSD-1A
Wednesday,23,1:00 PM - 2:30 PM,Statistics,BDS-4A
Wednesday,23,2:30 PM - 4:00 PM,Database Systems,BCS-1C
Wednesday,23,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Wednesday,23,5:30 PM - 7:00 PM,Computer Networks,BCS-6B
Wednesday,23,7:00 PM - 8:30 PM,Software Engineering,BDS-6A
Wednesday,24,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-2A
Wednesday,24,10:00 AM - 11:30 AM,Machine Learning,BCS-7A
Wednesday,24,11:30 AM - 1:00 PM,Computer Architecture,BCS-2A
Wednesday,24,1:00 PM - 2:30 PM,Web Development,BDS-3A
Wednesday,24,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-6A
Wednesday,24,4:00 PM - 5:30 PM,Data Structures,BDS-7A
Wednesday,24,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Wednesday,24,7:00 PM - 8:30 PM,Statistics,BDS-8A
Wednesday,25,8:30 AM - 10:00 AM,Database Systems,BDS-6A
Wednesday,25,10:00 AM - 11:30 AM,Operating Systems,BCS-6B
Wednesday,25,11:30 AM - 1:00 PM,Computer Networks,BCS-1B
Wednesday,25,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Wednesday,25,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Wednesday,25,4:00 PM - 5:30 PM,Machine Learning,BCS-2A
Wednesday,25,5:30 PM - 7:00 PM,Computer Architecture,BCS-2A
Wednesday,25,7:00 PM - 8:30 PM,Web Development,BDS-5A
Wednesday,26,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1B
Wednesday,26,10:00 AM - 11:30 AM,Data Structures,BDS-6A
Wednesday,26,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Wednesday,26,1:00 PM - 2:30 PM,Statistics,BCS-2A
Wednesday,26,2:30 PM - 4:00 PM,Database Systems,BCS-1B
Wednesday,26,4:00 PM - 5:30 PM,Operating Systems,BDS-4A
Wednesday,26,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Wednesday,26,7:00 PM - 8:30 PM,Software Engineering,BDS-5A
Wednesday,27,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-3A
Wednesday,27,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Wednesday,27,11:30 AM - 1:00 PM,Computer Architecture,BDS-4A
Wednesday,27,1:00 PM - 2:30 PM,Web Development,BDS-7A
Wednesday,27,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Wednesday,27,4:00 PM - 5:30 PM,Data Structures,BCS-6B
Wednesday,27,5:30 PM - 7:00 PM,Linear Algebra,BCS-6B
Wednesday,27,7:00 PM - 8:30 PM,Statistics,BDS-4A
Wednesday,28,8:30 AM - 10:00 AM,Database Systems,BDS-8A
Wednesday,28,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Wednesday,28,11:30 AM - 1:00 PM,Computer Networks,BCS-1A
Wednesday,28,1:00 PM - 2:30 PM,Software Engineering,BSD-1A
Wednesday,28,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-5A
Wednesday,28,4:00 PM - 5:30 PM,Machine Learning,BCS-7A
Wednesday,28,5:30 PM - 7:00 PM,Computer Architecture,BDS-4A
Wednesday,28,7:00 PM - 8:30 PM,Web Development,BCS-1B
Wednesday,29,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Wednesday,29,10:00 AM - 11:30 AM,Data Structures,BCS-1A
Wednesday,29,11:30 AM - 1:00 PM,Linear Algebra,BDS-7A
Wednesday,29,1:00 PM - 2:30 PM,Statistics,BCS-1B
Wednesday,29,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Wednesday,29,4:00 PM - 5:30 PM,Operating Systems,BDS-4A
Wednesday,29,5:30 PM - 7:00 PM,Computer Networks,BCS-1A
Wednesday,29,7:00 PM - 8:30 PM,Software Engineering,BCS-1A
Wednesday,30,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-6B
Wednesday,30,10:00 AM - 11:30 AM,Machine Learning,BDS-5A
Wednesday,30,11:30 AM - 1:00 PM,Computer Architecture,BDS-6A
Wednesday,30,1:00 PM - 2:30 PM,Web Development,BCS-2A
Wednesday,30,2:30 PM - 4:00 PM,Programming Fundamentals,BSD-1A
Wednesday,30,4:00 PM - 5:30 PM,Data Structures,BDS-4A
Wednesday,30,5:30 PM - 7:00 PM,Linear Algebra,BDS-2A
Wednesday,30,7:00 PM - 8:30 PM,Statistics,BCS-1A
Wednesday,31,8:30 AM - 10:00 AM,Database Systems,BCS-1B
Wednesday,31,10:00 AM - 11:30 AM,Operating Systems,BCS-6B
Wednesday,31,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Wednesday,31,1:00 PM - 2:30 PM,Software Engineering,BCS-1A
Wednesday,31,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-3A
Wednesday,31,4:00 PM - 5:30 PM,Machine Learning,BDS-8A
Wednesday,31,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Wednesday,31,7:00 PM - 8:30 PM,Web Development,BCS-2A
Wednesday,32,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-4A
Wednesday,32,10:00 AM - 11:30 AM,Data Structures,BDS-3A
Wednesday,32,11:30 AM - 1:00 PM,Linear Algebra,BCS-2A
Wednesday,32,1:00 PM - 2:30 PM,Statistics,BCS-3A
Wednesday,32,2:30 PM - 4:00 PM,Database Systems,BCS-7A
Wednesday,32,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Wednesday,32,5:30 PM - 7:00 PM,Computer Networks,BCS-7A
Wednesday,32,7:00 PM - 8:30 PM,Software Engineering,BCS-1A
Wednesday,33,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1B
Wednesday,33,10:00 AM - 11:30 AM,Machine Learning,BDS-6A
Wednesday,33,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Wednesday,33,1:00 PM - 2:30 PM,Web Development,BDS-3A
Wednesday,33,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1C
Wednesday,33,4:00 PM - 5:30 PM,Data Structures,BDS-5A
Wednesday,33,5:30 PM - 7:00 PM,Linear Algebra,BCS-1A
Wednesday,33,7:00 PM - 8:30 PM,Statistics,BDS-3A
Wednesday,34,8:30 AM - 10:00 AM,Database Systems,BCS-2A
Wednesday,34,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Wednesday,34,11:30 AM - 1:00 PM,Computer Networks,BDS-3A
Wednesday,34,1:00 PM - 2:30 PM,Software Engineering,BCS-1A
Wednesday,34,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-7A
Wednesday,34,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Wednesday,34,5:30 PM - 7:00 PM,Computer Architecture,BDS-4A
Wednesday,34,7:00 PM - 8:30 PM,Web Development,BCS-7A
Wednesday,35,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-5A
Wednesday,35,10:00 AM - 11:30 AM,Data Structures,BDS-2A
Wednesday,35,11:30 AM - 1:00 PM,Linear Algebra,BDS-3A
Wednesday,35,1:00 PM - 2:30 PM,Statistics,BDS-2A
Wednesday,35,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Wednesday,35,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Wednesday,35,5:30 PM - 7:00 PM,Computer Networks,BCS-3A
Wednesday,35,7:00 PM - 8:30 PM,Software Engineering,BSD-1A
Wednesday,36,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-6B
Wednesday,36,10:00 AM - 11:30 AM,Machine Learning,BCS-3A
Wednesday,36,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Wednesday,36,1:00 PM - 2:30 PM,Web Development,BDS-4A
Wednesday,36,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-4A
Wednesday,36,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Wednesday,36,5:30 PM - 7:00 PM,Linear Algebra,BCS-2A
Wednesday,36,7:00 PM - 8:30 PM,Statistics,BSD-1A
Wednesday,37,8:30 AM - 10:00 AM,Database Systems,BDS-3A
Wednesday,37,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Wednesday,37,11:30 AM - 1:00 PM,Computer Networks,BDS-4A
Wednesday,37,1:00 PM - 2:30 PM,Software Engineering,BDS-7A
Wednesday,37,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-2A
Wednesday,37,4:00 PM - 5:30 PM,Machine Learning,BCS-1A
Wednesday,37,5:30 PM - 7:00 PM,Computer Architecture,BDS-5A
Wednesday,37,7:00 PM - 8:30 PM,Web Development,BDS-2A
Wednesday,38,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-6B
Wednesday,38,10:00 AM - 11:30 AM,Data Structures,BCS-3A
Wednesday,38,11:30 AM - 1:00 PM,Linear Algebra,BCS-1A
Wednesday,38,1:00 PM - 2:30 PM,Statistics,BDS-2A
Wednesday,38,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Wednesday,38,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Wednesday,38,5:30 PM - 7:00 PM,Computer Networks,BDS-5A
Wednesday,38,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Wednesday,39,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-2A
Wednesday,39,10:00 AM - 11:30 AM,Machine Learning,BCS-1B
Wednesday,39,11:30 AM - 1:00 PM,Computer Architecture,BCS-6B
Wednesday,39,1:00 PM - 2:30 PM,Web Development,BDS-3A
Wednesday,39,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-2A
Wednesday,39,4:00 PM - 5:30 PM,Data Structures,BCS-1C
Wednesday,39,5:30 PM - 7:00 PM,Linear Algebra,BDS-6A
Wednesday,39,7:00 PM - 8:30 PM,Statistics,BCS-7A
Wednesday,40,8:30 AM - 10:00 AM,Database Systems,BCS-1A
Wednesday,40,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Wednesday,40,11:30 AM - 1:00 PM,Computer Networks,BDS-5A
Wednesday,40,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Wednesday,40,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-5A
Wednesday,40,4:00 PM - 5:30 PM,Machine Learning,BSD-1A
Wednesday,40,5:30 PM - 7:00 PM,Computer Architecture,BDS-6A
Wednesday,40,7:00 PM - 8:30 PM,Web Development,BDS-7A
Wednesday,41,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-6B
Wednesday,41,10:00 AM - 11:30 AM,Data Structures,BDS-2A
Wednesday,41,11:30 AM - 1:00 PM,Linear Algebra,BCS-1A
Wednesday,41,1:00 PM - 2:30 PM,Statistics,BDS-6A
Wednesday,41,2:30 PM - 4:00 PM,Database Systems,BDS-7A
Wednesday,41,4:00 PM - 5:30 PM,Operating Systems,BDS-6A
Wednesday,41,5:30 PM - 7:00 PM,Computer Networks,BDS-8A
Wednesday,41,7:00 PM - 8:30 PM,Software Engineering,BSD-1A
Wednesday,42,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-3A
Wednesday,42,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Wednesday,42,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Wednesday,42,1:00 PM - 2:30 PM,Web Development,BCS-6B
Wednesday,42,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-6A
Wednesday,42,4:00 PM - 5:30 PM,Data Structures,BCS-1C
Wednesday,42,5:30 PM - 7:00 PM,Linear Algebra,BCS-1A
Wednesday,42,7:00 PM - 8:30 PM,Statistics,BCS-7A
Wednesday,43,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Wednesday,43,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Wednesday,43,11:30 AM - 1:00 PM,Computer Networks,BCS-3A
Wednesday,43,1:00 PM - 2:30 PM,Software Engineering,BDS-5A
